#SZEROKOSC PLANSZY
16
#WYSOKOSC PLANSZY
12
#DLUGOSC KROKU
50
#IDENTYFIKATOR PLANSZY // nazwa planszy uzywana do rozpoczecia od niej
AAAAA
#NUMER PLANSZY
1
#PLANSZA
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,0
0,0,1,1,1,1,0,0,1,1,1,1,1,1,1,0
0,1,1,1,1,1,0,0,1,1,4,1,1,5,1,0
0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
0,9,1,4,1,1,1,1,1,1,1,1,1,1,1,0
0,0,0,1,1,1,1,0,1,2,1,1,1,1,1,0
0,0,0,1,3,1,1,0,1,1,1,0,0,0,0,0
0,0,0,1,1,1,1,0,1,1,1,0,0,0,0,0
0,0,0,1,1,1,1,0,6,1,1,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
#
KONIEC
