#SZEROKOSC PLANSZY
16
#WYSOKOSC PLANSZY
20
#DLUGOSC KROKU
50
#IDENTYFIKATOR PLANSZY // nazwa planszy uzywana do rozpoczecia od niej
DDDDD
#NUMER PLANSZY
1
#PLANSZA
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,1,1,0,0,0,1,4,1,1,1,1,1,0
0,0,1,2,1,0,0,0,1,1,1,1,1,1,1,0
0,0,1,1,1,0,0,0,1,1,1,1,1,1,1,0
0,0,1,1,1,1,0,0,1,1,1,1,1,9,1,0
0,0,0,1,1,1,1,0,1,1,1,1,1,1,1,0
0,0,0,1,1,1,1,0,1,1,1,0,1,1,0,0
0,0,0,1,1,1,0,1,1,1,1,0,1,1,0,0
0,0,0,4,1,1,4,1,1,1,1,0,1,1,0,0
0,0,0,0,1,1,0,1,1,0,0,0,1,1,0,0
0,0,0,0,1,1,0,1,1,0,0,0,1,7,0,0
0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0
0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0
0,0,0,0,1,1,0,1,1,0,1,1,1,1,1,0
0,0,0,0,1,1,0,1,1,0,1,1,1,1,1,0
0,0,0,0,1,1,0,1,1,1,1,1,0,5,6,0
0,0,3,1,1,1,1,1,1,1,1,1,0,4,1,0
0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
#
KONIEC
